,"données brutes de fichier de digit de branche fuji36, branche + arbre fuji 42 et branche fuji 48 réarrangées",,,,,,,,,,,,,,,L*l*coef allométrie 2001/10,
#,X,Y,Z,A,B,C,code rameau,type rameau,Long rameau(mm),Long rameau(cm),Nbr feuille,L feuille(mm),largeur feuille,N° fruit,L digitalisée,Surf foliaire(cm²),somme surf foliaire rameau
1,126.81,82.01,-120.42,-145.84,-20.42,-10.2,,,, ,L3,31,23,,,5.255523,
1,124.99,82.37,-120.82,-67.5,-1.88,40.4,,,, ,L4,29,23,,,4.916457,
1,124.99,80.76,-120.76,25.68,-30.88,5.82,,,, ,L5,17,15,,,1.879605,
1,125.47,79.01,-121.61,53.11,-3.52,0.05,,,, ,L6,32,27,,,6.368544,
1,127.36,81.17,-113.65,127.61,63.92,16.41,F42I63,I,4,0.40,4,,,,0.33,,19.01718
1,127.15,81.34,-113.84,118.63,62.73,2.66,,,, ,,,,, ,,
1,127.61,81.35,-116.21,42.73,-59.43,-23.06,,,, ,L1,31,20,,,4.57002,
1,126.12,79.85,-114.6,31.43,17.88,-47.98,,,, ,L2,40,27,,,7.96068,
1,125.71,80.67,-114.67,23.1,-13.98,22.58,,,, ,L3,31,22,,,5.027022,
1,126.26,81.61,-115.04,22.4,-58.21,54.44,,,, ,L4,18,11,,,1.459458,
1,130.31,78.73,-115.32,-170.87,10.37,78.54,F42I64,I,6,0.60,5,,,,0.58,,19.525779
1,130.4,78.17,-115.46,-179.11,31.96,63.07,,,, ,,,,, ,,
1,131.21,77.39,-113.86,152.68,82.6,14.1,,,, ,L1,38,27,,,7.562646,
1,131.07,78.98,-116.22,-123.34,14.75,41.01,,,, ,L2,26,22,,,4.216212,
1,129.84,79.27,-115.89,-96.02,-25.84,47.52,,,, ,L3,11,8,,,0.648648,
1,128.97,77.7,-116.99,-73.09,-43.89,24.86,,,, ,L4,27,23,,,4.577391,
1,129.41,77.94,-114.33,-18.02,54.3,-64.07,,,, ,L5,18,19,,,2.520882,
1,130.53,78.53,-115.39,-153.25,5.45,78.52,F42PC41,PC,5,0.50,0,,,, ,,
1,130.59,78.34,-115.47,-152.91,5.94,77.83,,,, ,,,,, ,,
1,129.78,80.13,-116.16,169.94,-1.97,-0.66,F42I65,I,5,0.50,3,,,,0.36,,8.579844
1,130.11,80.13,-116.02,170.39,-0.88,1.41,,,, ,,,,, ,,
1,130.46,80.6,-116.4,-119.11,-28.97,45.2,,,, ,L1,18,13,,,1.724814,
1,130.04,81.03,-116.89,-105.62,-25.66,-3.37,,,, ,L2,22,15,,,2.43243,
1,128.68,80.57,-117.51,-25.11,6.17,9.5,,,, ,L3,30,20,,,4.4226,
1,129.76,80.67,-116.75,129.55,10.11,4.15,F42PC42,PC,3,0.30,2,,,,0.81,,38.616669
1,129.47,81.01,-117.42,130.81,14.91,4.03,,,, ,,,,, ,,
1,128.24,78.02,-119.39,38.01,0.19,-1.63,,,, ,L1,57,47,,,19.746909,
1,127.68,82.54,-119.78,-51.95,-6.93,14.1,,,, ,L2,64,40,,,18.86976,
1,130.45,82.21,-114.87,22.84,-48.63,43.4,F42I66,I,4,0.40,6,,,,0.57,,22.724793
1,130.75,82.65,-114.66,22.06,-45.42,41.02,,,, ,,,,, ,,
1,130.46,81.28,-115.76,49.57,-35.82,7.09,,,, ,L1,31,24,,,5.484024,
1,131.6,82.29,-115.4,120.9,-16.78,-25.95,,,, ,L2,31,20,,,4.57002,
1,131.61,83.24,-114.79,170.99,-15.07,-48.96,,,, ,L3,27,15,,,2.985255,
1,130.67,82.04,-112.19,52.14,50.85,-137.42,,,, ,L4,22,18,,,2.918916,
1,130.43,82.25,-115.58,31.51,-40.37,7.45,,,, ,L5,15,10,,,1.10565,
1,129.21,83.12,-114.59,56.72,51.41,55.43,,,, ,L6,32,24,,,5.660928,
1,132.1,81.55,-113.14,139.11,16.67,-3.5,F42I67,I,5,0.50,4,,,,0.57,,19.326762
1,132.3,81.27,-112.69,139.02,14.93,-4.24,,,, ,,,,, ,,
1,132.38,81.08,-112.54,73.97,-53.81,-137.4,,,, ,L1,23,18,,,3.051594,
1,130.95,81.01,-113.81,-177.36,-49.65,33.35,,,, ,L2,35,25,,,6.449625,
1,131.14,83.42,-111.95,-96.35,63.49,-55.24,,,, ,L3,31,23,,,5.255523,
1,133,81.74,-113.53,137.28,5.28,-46.31,,,, ,L4,31,20,,,4.57002,
1,132.24,81.45,-112.6,85.46,-15.15,-106.58,F42PC43,PC,8,0.80,3,,,,0.66,,60.950799
1,132.67,81.61,-112.13,86.64,-13.49,-104.63,,,, ,,,,, ,,
1,133.63,78.41,-113.26,83.5,33.6,-47.59,,,, ,L1,62,33,,,15.081066,
1,135.67,80.59,-109.54,137.7,62.18,-12.56,,,, ,L2,71,38,,,19.886958,
1,136.18,82.66,-113.52,-171.2,-1.09,23.77,,,, ,L3,75,47,,,25.982775,
1,136.06,83.17,-112.16,63.22,-17.64,-108.23,F42I68,I,4,0.40,3,,,,0.36,,6.243237
1,136.39,83.18,-112.01,63.04,-15.94,-106.58,,,, ,,,,, ,,
1,136.41,82.27,-111.9,62.43,-8.72,-102.89,,,, ,L1,22,13,,,2.108106,
1,135.6,82.92,-112.52,27.07,-2.67,-97.82,,,, ,L2,17,11,,,1.378377,
1,135.77,83.48,-112.86,-75.95,-22.72,12.77,,,, ,L3,22,17,,,2.756754,
1,143.09,85.54,-110.79,64.59,47.35,-80.29,F42I69,I,4,0.40,5,,,,0.53,,9.663381
1,143.36,85.33,-111.19,62.67,47.57,-81.85,,,, ,,,,, ,,
1,143.59,84.31,-110.73,67.74,-5.08,-70.13,,,, ,L1,31,17,,,3.884517,
1,143.11,85.07,-111.76,74.57,12.35,-24.81,,,, ,L2,11,8,,,0.648648,
1,142.94,85.57,-112.18,33.41,-24.24,-61.99,,,, ,L3,23,19,,,3.221127,
1,143.36,85.72,-111.82,5.55,-19.42,-35.23,,,, ,L4,17,11,,,1.378377,
1,143.22,85.81,-111.7,18.65,-37.97,-53.3,,,, ,L5,12,6,,,0.530712,
1,145.01,88.22,-111.94,125.88,1.06,-43.09,F42IF39,IF,7,0.70,6,,,6,0.57,,21.088431
1,145.02,88.65,-112.32,125.57,1.74,-42.39,,,, ,,,,, ,,
1,145.51,86.98,-111.96,53.14,11.68,-83.14,,,, ,L1,21,14,,,2.167074,
1,145.82,86.8,-111.59,47.39,23.84,-76.22,,,, ,L2,32,20,,,4.71744,
1,144.07,88.86,-112.47,-26.07,-15.04,-31.49,,,, ,L3,15,8,,,0.88452,
1,144.35,89.1,-110.04,12.16,34.65,24.21,,,, ,L4,26,19,,,3.641274,
1,144.13,89.38,-112.46,-20.58,7.01,-31.67,,,, ,L5,31,20,,,4.57002,
1,145.39,86.96,-113.32,70.06,-18.78,-8.51,,,, ,L6,33,21,,,5.108103,
1,145.46,88.23,-112.96,97.57,10.67,-19,F42PC44,PC,17,1.70,5,,,,1.59,,88.474113
1,145.69,89.38,-114.03,96.66,18.9,-18.97,,,, ,,,,, ,,
1,143.93,86.47,-116.35,46.55,-41.33,37.62,,,, ,L1,70,48,,,24.76656,
1,143.44,91.05,-114.59,-35.21,-24.36,-15.12,,,, ,L2,58,34,,,14.535612,
1,144.53,89.57,-115.85,54.96,-72.64,67.41,,,, ,L3,62,33,,,15.081066,
1,145.18,88.92,-116.12,-2.12,-58.04,-13.2,,,, ,L4,67,38,,,18.766566,
1,144.73,91.37,-114.01,-68.8,-51.38,-45.87,,,, ,L5,63,33,,,15.324309,
1,147.77,87.99,-109.58,95.85,63.39,-3.77,F42I70,I,9,0.90,5,,,,0.98,,29.425032
1,147.94,88.61,-108.84,96.36,61.44,-3.89,,,, ,,,,, ,,
1,148.94,88.4,-108.3,147.01,-16.87,106.79,,,, ,L1,36,25,,,6.6339,
1,147.75,87.16,-110,43.92,-15.51,-60.94,,,, ,L2,29,22,,,4.702698,
1,148.04,90.93,-108.62,-131.12,-3.62,-178.14,,,, ,L3,33,26,,,6.324318,
1,147.07,87.85,-107.91,58.41,0.32,-142.74,,,, ,L4,45,28,,,9.28746,
1,146.93,90.31,-107.77,-31.19,16.59,-72.83,,,, ,L5,21,16,,,2.476656,
1,147.68,88.25,-109.47,10.28,51.41,-114.5,F42PC45,PC,3,0.30,3,,,,0.37,,19.599489
1,147.68,88.62,-109.48,11.26,52.28,-111.79,,,, ,,,,, ,,
1,147.25,89.79,-109.02,32.69,55.33,53.95,,,, ,L1,27,22,,,4.378374,
1,146.38,92.02,-108.65,-15.92,58.2,64.26,,,, ,L2,40,31,,,9.14004,
1,148.63,91.57,-108.69,-106.05,21.1,147.36,,,, ,L3,33,25,,,6.081075,
1,151.92,87.77,-110.27,-110.3,83.9,99.09,F42I71,I,8,0.80,6,,,,0.80,,36.877113
1,152.52,87.25,-110.32,-107.67,84.41,103.5,,,, ,,,,, ,,
1,152.23,86.94,-108.11,23.25,60.61,-126.05,,,, ,L1,37,28,,,7.636356,
1,152.74,85.74,-108.4,36,32.61,-98.68,,,, ,L2,23,16,,,2.712528,
1,151.86,86.13,-110.52,62.66,-4.65,-55.71,,,, ,L3,32,22,,,5.189184,
1,152.24,90.31,-110.18,-143.15,3.08,37.11,,,, ,L4,33,25,,,6.081075,
1,151.69,90.11,-111.28,-34.73,-43.25,-0.75,,,, ,L5,35,26,,,6.70761,
1,149.63,88.19,-111.22,9.34,-13.44,-55.55,,,, ,L6,40,29,,,8.55036,
1,151.2,88.58,-111.24,27.5,-7.68,-71.25,F42PC46,PC,15,1.50,5,,,,1.60,,96.434793
1,152.38,87.79,-110.51,19.24,-27.33,-65.05,,,, ,,,,, ,,
1,154.73,87.47,-111.76,176.4,-8.37,2.8,,,, ,L1,41,31,,,9.368541,
1,151.21,84.52,-112.42,59.27,23.07,-2.97,,,, ,L2,67,41,,,20.248137,
1,149.62,83.84,-113.21,46.81,2.89,-15.27,,,, ,L3,85,56,,,35.08596,
1,150.09,88.53,-112.99,1.21,-36.18,-47.12,,,, ,L4,61,35,,,15.737085,
1,152.05,89.46,-112.7,-121.02,-63.47,26.48,,,, ,L5,62,35,,,15.99507,
1,153.39,91.84,-108.13,-69.3,-27.13,-90.3,F42IF40,IF,9,0.90,4,,,8,0.85,,18.545436
1,153.84,92.48,-107.8,-67.21,-27.61,-90.24,,,, ,,,,, ,,
1,152.71,92.41,-109.07,-25.35,27.57,-12.31,,,, ,L1,32,23,,,5.425056,
1,153.2,91.16,-107.94,47.77,28.96,147.61,,,, ,L2,25,21,,,3.869775,
1,155.01,90.6,-110.06,128.87,-6.01,-31.91,,,, ,L3,19,13,,,1.820637,
1,153.95,91.09,-111.74,76.83,-42.57,-5.62,,,, ,L4,36,28,,,7.429968,
1,154.53,91.62,-109.51,144.4,-11.14,-31.54,F42PC47,PC,3,0.30,3,,,,0.29,,54.206334
1,154.68,91.86,-109.59,144.53,-10.5,-31.12,,,, ,,,,, ,,
1,154.92,92.46,-112.25,159.69,-44.93,-21.93,,,, ,L1,50,32,,,11.7936,
1,152.81,93.76,-113.4,-48.43,-52.23,21.97,,,, ,L2,77,50,,,28.37835,
1,154.08,93.69,-111.44,-54.32,-28.69,25.61,,,, ,L3,56,34,,,14.034384,
1,157.44,90.72,-107.06,120.97,1.75,7.1,F42I72,I,9,0.90,4,,,,1.00,,12.044214
1,157.53,91.03,-106.11,121.11,-2.2,7.47,,,, ,,,,, ,,
1,156.07,90.36,-106.73,24.27,-9.33,-144.65,,,, ,L1,26,19,,,3.641274,
1,156.82,90.13,-107.1,38.24,-21.35,-110.84,,,, ,L2,22,13,,,2.108106,
1,158.04,90.07,-107.92,148.27,-81.68,-165.67,,,, ,L3,22,17,,,2.756754,
1,158.01,88.48,-105.75,110.31,15.6,72.63,,,, ,L4,24,20,,,3.53808,
1,157.64,92.05,-105.27,131,-8.47,67.56,F42PC48,PC,3,0.30,3,,,,0.39,,24.965577
1,158.02,91.97,-105.26,127.4,-10.11,70.72,,,, ,,,,, ,,
1,158.37,89.88,-109.97,-151.45,-46.43,48.94,,,, ,L1,47,29,,,10.046673,
1,157.87,91.14,-108.95,-2.9,-43.6,-28.04,,,, ,L2,37,28,,,7.636356,
1,158.45,93.05,-108.25,-93.06,-8.63,8.53,,,, ,L3,38,26,,,7.282548,
1,157.34,88.96,-108.75,21.85,9.26,-115.31,F42PC49,PC,9,0.90,4,,,,0.89,,68.609268
1,157.67,88.71,-107.96,20.57,5.29,-117.71,,,, ,,,,, ,,
1,157.57,85.58,-108.62,80.25,-6.85,-33.58,,,, ,L1,85,52,,,32.57982,
1,156.16,87.33,-105.97,48.8,29.01,-52.51,,,, ,L2,43,28,,,8.874684,
1,157.52,87.73,-104.14,74.7,63.66,-84.81,,,, ,L3,60,35,,,15.4791,
1,157.08,88.46,-107.55,139.66,-74.46,163.03,,,, ,L4,48,33,,,11.675664,
1,161.22,90.7,-109.36,85.37,25.59,-30.09,F42I73,I,11,1.10,7,,,,1.05,,43.437303
1,161.55,90.64,-110.35,84.47,24.97,-27.53,,,, ,,,,, ,,
1,162.48,89.46,-109.25,99.32,52,-10.8,,,, ,L1,25,22,,,4.05405,
1,159.81,91.21,-108.41,43.02,77.68,-43.7,,,, ,L2,37,31,,,8.454537,
1,162.87,91.09,-109.61,156.38,9.51,-9.29,,,, ,L3,30,16,,,3.53808,
1,159.77,93.8,-109.54,-47.32,1.94,-5.11,,,, ,L4,33,28,,,6.810804,
1,160.56,95.48,-109.86,-59.19,-3.07,18.44,,,, ,L5,40,29,,,8.55036,
1,161.61,93.56,-109.25,-84.36,16.14,28.8,,,, ,L6,23,18,,,3.051594,
1,161.05,94.1,-110.78,-50.77,-43.79,-5.14,,,, ,L7,42,29,,,8.977878,
1,161.65,91.78,-109.87,93.96,-28.78,-74.75,F42PC50,PC,12,1.20,6,,,,1.27,,108.139941
1,162.86,92.16,-109.88,91.81,-27.45,-69.36,,,, ,,,,, ,,
1,161.88,90.75,-110.5,38.63,5.25,-32.34,,,, ,L1,24,8,,,1.415232,
1,161.67,95.43,-110.69,-50.59,-25.31,-13.51,,,, ,L2,66,35,,,17.02701,
1,165.28,89.09,-111.83,114.77,7.31,1.66,,,, ,L3,71,41,,,21.456981,
1,166.32,89.9,-108.38,154.56,29.19,7.06,,,, ,L4,82,53,,,32.034366,
1,163.82,91.01,-108.9,155.07,35.63,16.28,,,, ,L5,42,30,,,9.28746,
1,163.03,96.74,-109.7,-62.67,24.76,-3.85,,,, ,L6,83,44,,,26.918892,
1,164.05,93.57,-105.86,-41.51,45.82,-53.49,F42I74,I,10,1.00,6,,,,0.98,,32.535594
1,164.55,94.21,-105.31,-41.2,45.9,-55.21,,,, ,,,,, ,,
1,164.62,93.7,-105.31,147.15,59.86,-173.1,,,, ,L1,35,28,,,7.22358,
1,162.03,92.38,-104.99,25.71,10.9,-152.34,,,, ,L2,42,27,,,8.358714,
1,163.05,92.77,-105.53,36.5,33.53,107.44,,,, ,L3,23,20,,,3.39066,
1,163.85,91.22,-105.88,-5.74,-36.79,106.82,,,, ,L4,32,26,,,6.132672,
1,163.27,94.09,-108.33,9.65,-16.71,41.25,,,, ,L5,32,25,,,5.8968,
1,164.39,93.18,-107.76,65.25,-60.88,-17.98,,,, ,L6,16,13,,,1.533168,
1,164.22,94.3,-105.07,-151.24,49.46,-99.17,F42PC51,PC,3,0.30,3,,,,0.26,,28.997514
1,164.38,94.09,-105.05,-150.16,49.66,-98.74,,,, ,,,,, ,,
1,165.03,90.5,-104.12,13.43,80.85,-137.97,,,, ,L1,42,31,,,9.597042,
1,166.43,91.93,-104.49,107.38,52.33,-97.64,,,, ,L2,36,26,,,6.899256,
1,167.47,90.23,-105.49,175,60.88,44.08,,,, ,L3,53,32,,,12.501216,
1,166.22,91.79,-107.02,44.34,28.62,-83.02,F42I75,I,10,1.00,6,,,,0.98,,37.090872
1,166.79,91.01,-107.18,47.36,26.5,-77.9,,,, ,,,,, ,,
1,165.17,91.31,-105.95,4.97,0.48,-113.93,,,, ,L1,42,29,,,8.977878,
1,167.1,89.95,-105.67,88.13,39.82,-56.55,,,, ,L2,28,23,,,4.746924,
1,167.74,90.4,-104.91,158.12,76.35,28.8,,,, ,L3,37,29,,,7.909083,
1,166.17,93.03,-106.99,-48.26,-23.31,-8.74,,,, ,L4,23,19,,,3.221127,
1,166.88,93.3,-107.33,-76.73,-44.1,15.89,,,, ,L5,32,21,,,4.953312,
1,167.36,94.43,-107.44,-83.68,-29.55,24.43,,,, ,L6,38,26,,,7.282548,
1,167.05,91.44,-106.59,87.02,43.08,-55.22,F42PC52,PC,9,0.90,4,,,,1.01,,55.768986
1,167.47,91.3,-107.5,85.8,44.61,-54.91,,,, ,,,,, ,,
1,169.64,89.74,-107.17,171.59,37.16,39.04,,,, ,L1,50,27,,,9.95085,
1,169.45,90.18,-105.6,160.16,40.4,52.38,,,, ,L2,42,28,,,8.668296,
1,169.55,93.82,-107.65,-164.11,-5.2,22.6,,,, ,L3,56,34,,,14.034384,
1,165.87,94.63,-110.12,-54.83,-33.48,7.72,,,, ,L4,64,49,,,23.115456,
1,169.03,93.85,-106.83,108.83,-1.21,-65.05,F42I76,I,8,0.80,7,,,,0.87,,28.584738
1,169.64,94.46,-106.93,107.66,-0.36,-63.87,,,, ,,,,, ,,
1,170.59,93.12,-106.72,113.69,23.71,-8.89,,,, ,L1,28,22,,,4.540536,
1,169.05,94.35,-107.59,12.21,-32.27,-76.65,,,, ,L2,34,21,,,5.262894,
1,168.66,94.63,-107.41,-19.5,33.95,-10.65,,,, ,L3,25,13,,,2.395575,
1,168.68,94.75,-108.15,7.64,-47.04,30.29,,,, ,L4,26,17,,,3.257982,
1,170.56,95.57,-106.07,-94.44,29.33,51.52,,,, ,L5,32,23,,,5.425056,
1,167.78,96.28,-107.13,-22.87,-20.49,52.41,,,, ,L6,33,23,,,5.594589,
1,168.93,94,-107.54,34.12,-5.52,-13.07,,,, ,L7,22,13,,,2.108106,
1,169.21,94.55,-107.25,50.21,-27.22,2.54,F42PC53,PC,7,0.70,3,,,,0.58,,45.18423
1,169.68,94.8,-107.48,51.05,-25.07,1.1,,,, ,,,,, ,,
1,167.72,98.1,-109.35,-51.97,-29.4,13.37,,,, ,L1,63,41,,,19.039293,
1,170.86,95.28,-109.1,138.61,-57.32,-17.88,,,, ,L2,58,31,,,13.253058,
1,171.58,97.78,-105.31,-174.54,-47.6,-155.76,,,, ,L3,53,33,,,12.891879,
1,170.79,95.4,-103.97,-132.97,21.53,-20.5,F42I77,I,7,0.70,3,,,,0.88,,15.832908
1,171.01,95.1,-103.17,-130.55,21.76,-16.98,,,, ,,,,, ,,
1,170.35,96.5,-103.13,-47.12,-9.58,165.04,,,, ,L1,30,22,,,4.86486,
1,170.15,95.73,-105.23,8.99,-4.89,65.05,,,, ,L2,28,24,,,4.953312,
1,172.02,92.17,-105.7,110.91,1.85,-82.28,,,, ,L3,34,24,,,6.014736,
1,170.83,94.37,-104.02,-74.29,43.85,24.12,F42PC54,PC,10,1.00,4,,,,1.17,,71.845137
1,170.86,94.21,-102.86,-75.8,40.63,22.79,,,, ,,,,, ,,
1,172.65,95.17,-98.75,-95.38,66.39,108.96,,,, ,L1,56,37,,,15.272712,
1,171.41,95.95,-99.52,165.98,87.27,-52.97,,,, ,L2,58,36,,,15.390648,
1,170.17,92.5,-98.37,12.71,72.42,-139.54,,,, ,L3,83,53,,,32.425029,
1,172.93,92.85,-101.15,122.62,13.22,-151.26,,,, ,L4,33,36,,,8.756748,
1,173.3,93.05,-105.06,55.35,-9.12,-82.38,F42I78,I,8,0.80,5,,,,0.70,,18.619146
1,173.8,93.43,-105.38,58.75,-6.41,-78.22,,,, ,,,,, ,,
1,173.74,92.37,-104.23,97.28,47.11,-52.53,,,, ,L1,21,16,,,2.476656,
1,173.12,92.83,-105.74,79.94,-26.49,-64.59,,,, ,L2,25,22,,,4.05405,
1,172.87,96.41,-105.44,-73.24,-29.5,8.65,,,, ,L3,35,22,,,5.67567,
1,173.54,96.07,-105.35,-55.25,-0.11,39.92,,,, ,L4,21,17,,,2.631447,
1,174.32,96,-104.51,-88.81,5.67,39.89,,,, ,L5,27,19,,,3.781323,
1,174.01,93.37,-104.14,87.29,25.45,-88.86,F42PC55,PC,13,1.30,4,,,,1.43,,67.953249
1,175.18,94.06,-104.6,83.06,24.14,-87.07,,,, ,,,,, ,,
1,177.2,92.13,-103.7,140.9,42.12,-12.46,,,, ,L1,50,36,,,13.2678,
1,176.67,95.92,-105.86,175.26,20.51,-2.9,,,, ,L2,64,32,,,15.095808,
1,177.47,94.98,-104.68,173.93,17.98,-5.09,,,, ,L3,73,41,,,22.061403,
1,176.64,97.95,-105.89,-124.87,21.28,33.96,,,, ,L4,58,41,,,17.528238,
1,184.78,97.1,-90.23,-164.15,-43.27,-141.11,F42VC34,VC,14,1.40,5,,,,1.56,,54.235818
1,184.96,97.76,-88.83,-169.65,-39.74,-137.42,,,, ,,,,, ,,
1,183.43,96.8,-89.76,-14.05,-12.11,-178.44,,,, ,L1,26,18,,,3.449628,
1,186.72,96.36,-91.9,96.15,-69.44,-79.4,,,, ,L2,58,32,,,13.680576,
1,186.32,98.72,-89.9,176.37,-10.42,-93.19,,,, ,L3,34,23,,,5.764122,
1,181.74,96.47,-87.58,0.75,12.61,-132.24,,,, ,L4,55,40,,,16.2162,
1,184.88,99.96,-91.77,-46.06,-44.49,26.68,,,, ,L5,57,36,,,15.125292,
1,185.45,96.84,-87.45,-63.86,26.13,11.48,F42I79,I,2,0.20,1,,,,0.13,,2.542995
1,185.51,96.81,-87.34,-64.17,25.21,11.37,,,, ,,,,, ,,
1,186.66,95.41,-88.36,-116.96,-17.96,60.25,,,, ,L1,23,15,,,2.542995,
1,185.38,96.31,-88.3,-24.01,49.21,96.86,F42PC56,PC,10,1.00,3,,,,1.17,,26.380809
1,185.18,95.63,-87.37,-27.1,48.53,95.86,,,, ,,,,, ,,
1,184.37,93.46,-84.73,-74.1,88.78,-161.71,,,, ,L1,48,30,,,10.61424,
1,183.2,94.24,-88.17,43.74,-43.01,-83.51,,,, ,L2,57,29,,,12.184263,
1,185.87,95.29,-87.68,-151.09,-69.45,63.32,,,, ,L3,27,18,,,3.582306,
1,186.94,98.62,-84.51,-61.06,33.79,-11.54,F42IF41,IF,12,1.20,8,,,9,1.08,,56.719845
1,187.24,98.32,-83.52,-59.62,27.48,-9.16,,,, ,,,,, ,,
1,187.06,94.21,-84.32,145.07,-36.92,153.73,,,, ,L1,38,33,,,9.243234,
1,187.25,94.33,-85.56,110.19,-33.74,-133.82,,,, ,L2,29,27,,,5.771493,
1,188.44,95.95,-86.77,35.45,-58.83,-44.05,,,, ,L3,41,30,,,9.06633,
1,189.27,97.15,-84.52,-138.41,5.3,79.99,,,, ,L4,29,18,,,3.847662,
1,187.37,96.94,-87.94,57.53,-60.84,-22.42,,,, ,L5,30,30,,,6.6339,
1,187.06,98.92,-84.82,-20.8,-32.27,139.53,,,, ,L6,25,23,,,4.238325,
1,187.79,98.44,-87.17,-121.65,-85.38,152.76,,,, ,L7,40,29,,,8.55036,
1,185.22,97.19,-84.74,-47.48,-59.14,-93.62,,,, ,L8,41,31,,,9.368541,
1,187.72,97,-84.28,174.11,-5.73,-49.91,F42PL15,PL,240,24.00,12,,,,23.72,,280.864584
1,206,93.93,-69.48,-165.25,39.49,-40.43,,,, ,,,,, ,,
1,189.82,94.87,-82.62,87.91,60.49,-77.58,,,, ,L1,66,43,,,20.918898,
1,192.93,95.78,-85.03,146.84,-40.62,-146.7,,,, ,L2,89,55,,,36.081045,
1,194.2,96.45,-80.52,166.07,21.32,-0.01,,,, ,L3,74,43,,,23.454522,
1,193.37,92.12,-81.1,67.22,-6.07,-31.27,,,, ,L4,77,46,,,26.108082,
1,197.5,97.99,-78.26,-76.72,19.27,42.3,,,, ,L5,74,45,,,24.54543,
1,198.59,94.12,-74.61,-18.49,75.24,164.85,,,, ,L6,62,43,,,19.651086,
1,201.32,92.37,-76.64,96.01,-25.5,-27.3,,,, ,L7,66,44,,,21.405384,
1,202.91,96.46,-71.11,-130.77,29.69,-7.81,,,, ,L8,71,41,,,21.456981,
1,204.77,90.63,-73.46,103.59,24.69,-31.39,,,, ,L9,68,40,,,20.04912,
1,206.29,96.96,-70.69,-86.04,2.97,-5,,,, ,L10,75,51,,,28.194075,
1,208.06,92.08,-71.24,131.22,-26.69,-8.75,,,, ,L11,70,34,,,17.54298,
1,206.03,95.82,-68,-77.91,44.4,59.67,,,, ,L12,71,41,,,21.456981,
1,96.79,59.1,-118.31,38.52,50.71,18.69,F42I80,I,5,0.50,4,,,,0.40,,18.110547
1,96.53,59.05,-118.61,32.92,51.54,13.85,,,, ,,,,, ,,
1,95.7,58.67,-117.33,14.87,48.64,-25.64,,,, ,L1,31,22,,,5.027022,
1,96.8,58.13,-119.37,125.33,26.57,68.51,,,, ,L2,20,16,,,2.35872,
1,96.98,60.58,-119.02,-115.88,-19.38,-25.95,,,, ,L3,29,24,,,5.130216,
1,97.55,59.31,-120,-151.89,-49.72,-14.02,,,, ,L4,33,23,,,5.594589,
1,96.45,59.19,-118.97,28.39,37.93,48.35,F42PC57,PC,7,0.70,4,,,,0.60,,60.611733
1,96.12,59.4,-119.43,29.68,40.76,46.79,,,, ,,,,, ,,
1,92.59,60.56,-119.61,-19.39,19.33,18.13,,,, ,L1,63,37,,,17.181801,
1,95.6,61.73,-120.6,-90.16,-31.84,-55.44,,,, ,L2,54,27,,,10.746918,
1,96.27,60.75,-122.25,-91.88,-58.8,-63.92,,,, ,L3,63,38,,,17.646174,
1,94.84,58.42,-122.47,39.86,-47.74,10.51,,,, ,L4,60,34,,,15.03684,
1,92.27,68.06,-120,-60.57,24.4,-111.79,F42VC35,VC,2,0.20,2,,,,0.22,,8.69778
1,92.45,68.12,-119.89,-57.57,26.22,-111.17,,,, ,,,,, ,,
1,92.23,68.07,-120.51,-1.7,-50.96,37.31,,,, ,L1,16,13,,,1.533168,
1,93.58,69.13,-120.71,-142.44,-8.62,-24.57,,,, ,L2,36,27,,,7.164612,
1,91.74,67.83,-119.99,-19.93,42.19,-87.68,F42VC36,VC,2,0.20,3,,,,0.22,,18.398016
1,91.69,67.62,-119.96,-21.38,41.55,-87.57,,,, ,,,,, ,,
1,91.09,66.17,-118.53,-12.71,72.84,-68.53,,,, ,L1,33,24,,,5.837832,
1,92.51,66.92,-119.54,163.74,-25.62,22.74,,,, ,L2,24,22,,,3.891888,
1,93.06,67.57,-120.36,-171.13,-21.73,31.52,,,, ,L3,42,28,,,8.668296,
1,90.25,68.44,-120.46,-41.85,36.45,-107.89,F42VC37,VC,4,0.40,4,,,,0.52,,27.066312
1,89.96,68.03,-120.32,-45.79,36.59,-108.36,,,, ,,,,, ,,
1,89.35,69.42,-119.69,-95.03,37.97,-36.02,,,, ,L1,34,31,,,7.769034,
1,90.44,65.79,-120.89,110.86,20.09,29.01,,,, ,L2,42,31,,,9.597042,
1,90.58,67.45,-120.89,169.44,-37.67,36.3,,,, ,L3,22,14,,,2.270268,
1,89.01,68.11,-122.04,-54.04,-48.71,-34.1,,,, ,L4,36,28,,,7.429968,
1,90.54,68.19,-120.99,58.7,13.35,-13.08,F42VC38,VC,7,0.70,5,,,,0.67,,33.913971
1,90.39,68.44,-121.59,59.75,14.36,-9.96,,,, ,,,,, ,,
1,89.88,67.31,-122.19,48.37,-1.29,-50.22,,,, ,L1,24,20,,,3.53808,
1,89.76,70.65,-121.98,-81.33,-11.54,15.1,,,, ,L2,28,22,,,4.540536,
1,91.51,69.95,-121.4,-131.74,4.69,-0.37,,,, ,L3,24,16,,,2.830464,
1,91.79,69.13,-121.97,-150.8,-18.7,-12.48,,,, ,L4,41,33,,,9.972963,
